site,email,on_partner_domain
https://astraforce.ru,info@astraforce.ru,yes
https://trend1c.com,1c@1ctrend.ru,no
https://trend1c.com,e-mail@yandex.ru,no
https://trend1c.com,support@1ctrend.ru,no
https://www.vistsoft.ru,vist.olga@bk.ru,no
https://www.vistsoft.ru,sha_oleg@mail.ru,no
https://zenver.ru,info@zenver.ru,yes
https://veda-soft.ru,info@veda-soft.ru,yes
https://www.itcomf.ru,911@itcomf.ru,yes
https://allitone.com,i.zvyagin@allitone.com,yes
https://extrasoft.kz,info@extrasoft.kz,yes
https://iztehcom.ru,sale@iztehcom.ru,yes
https://iztehcom.ru,info@iztehcom.ru,yes
https://custis.ru,info@custis.ru,yes
https://www.rs1c.kz,info@rs1c.kz,yes
https://www.sthinks.ru,sthinks@yandex.ru,no
https://dt-kt.org,dtkt1c@gmail.com,no
https://vtiurin.ru,info@vtiurin.ru,yes
https://profaliance.ru,message@profaliance.ru,yes
https://profaliance.ru,info@profaliance.ru,yes
https://1c-idea.ru,office@1c-idea.ru,yes
https://www.технологииучета.рф,hello@tu42.ru,no
https://www.alias-pro.ru,info@alias-pro.ru,yes
https://www.ainform.ru,oao.pskovagroinform@yandex.ru,no
https://www.ainform.ru,pskovagroinform@yandex.ru,no
https://www.cnst.ru,ko@cnst.ru,yes
https://www.cnst.ru,taterm@cnst.ru,yes
https://belinfonalog.ru,client@belinfonalog.ru,yes
https://belinfonalog.ru,mskbin@belinfonalog.ru,yes
https://belinfonalog.ru,bin32@belinfonalog.ru,yes
https://rdline.ru,info@rdline.ru,yes
https://vct.kz,info@vct.kz,yes
https://algarytm.kz,info@algarytm.kz,yes
https://www.balanssoft.ru,info@balanssoft.ru,yes
https://resoft.by,info@resoft.by,yes
https://daacdigital.com,info@dsi.md,no
https://it-vector.group,info@it-vector.group,yes
https://ev-group.ru,sale@ev-group.ru,yes
https://ev-group.ru,help@ev-group.ru,yes
https://www.step-its.ru,info@step-its.ru,yes
https://it-solution.ru,info@it-solution.ru,yes
https://it-solution.ru,1c@it-solution.ru,yes
https://it-solution.ru,b24@it-solution.ru,yes
https://kvadrat2.com,office@kvadrat2.com,yes
https://sinvan-group.ru,info@sinvan-group.ru,yes
https://alpeconsulting.ru,info@alpeconsulting.com,no
https://www.sunlait.com,ooosanlait@gmail.com,no
https://microline1c.ru,asb@microline1c.ru,yes
https://bp-top10.ru,info@biznpro.ru,no
https://www.1cnw.ru,hotline@1cnw.ru,yes
https://www.1cnw.ru,zakaz@1cnw.ru,yes
https://www.1cnw.ru,zakaz-its@1cnw.ru,yes
https://www.1cnw.ru,study@1cnw.ru,yes
https://www.1cnw.ru,marketing@1cnw.ru,yes
https://www.1cnw.ru,dist@1cnw.ru,yes
https://www.1cnw.ru,nwfran@1cnw.ru,yes
https://www.1cnw.ru,sky@1cnw.ru,yes
https://www.1cnw.ru,vuz@1cnw.ru,yes
https://d-partners.ru,help@d-partners.ru,yes
https://d-partners.ru,1c@d-partners.ru,yes
https://d-partners.ru,eikonnikova@d-partners.ru,yes
https://paritet-neva.ru,1c@paritet-neva.ru,yes
https://www.aktives.ru,mail@aktives.ru,yes
https://ariskompany.1c-umi.ru,aris.kompany@gmail.com,no
https://www.darasoft.by,1cinfo@darasoft.by,yes
https://1c.omega-soft.ru,inf2@omega-soft.ru,yes
https://www.rbsoft.ru,online@rbsoft.ru,yes
https://www.rbsoft.ru,support@rbsoft.ru,yes
https://moscowsoft.com,task@moscowsoft.com,yes
https://aktivsoft.net,admin@aktivsoft.net,yes
https://anheliks.ru,info@anheliks.ru,yes
https://cinfa.ru,info@cinfa.ru,yes
https://www.po.by,po@po.by,yes
https://abelov.com,info@abelov.com,yes
https://it-stek.ru,sales@it-stek.ru,yes
https://i-solpro.ru,info@i-solpro.ru,yes
https://www.dp-consulting.ru,info@dp-consulting.ru,yes
https://www.pm52.ru,info@pm52.ru,yes
https://maxis-it.ru,info@maxis-it.ru,yes
https://epi33.ru,epi33@mail.ru,no
https://saga.kz,1c.saga@gmail.com,no
https://itexpert-1c.ru,info@it-1c.expert,no
https://1soft.ge,info@1soft.ge,yes
https://rasoft.by,office.riasoft@gmail.com,no
https://www.profit-astana.kz,example@site.com,no
https://www.profit-astana.kz,1c_profit@bk.ru,no
https://step.ru,info@step.ru,yes
https://step.ru,kazan@step.ru,yes
https://www.usbis.ru,info@usbis.ru,yes
https://www.usbis.ru,sale@usbis.ru,yes
https://www.usbis.ru,1c@usbis.ru,yes
https://www.usbis.ru,web@usbis.ru,yes
https://www.abspro.ru,info@abspro.ru,yes
https://ender.pro,sale@ender.pro,yes
https://atsoft.by,info@atsoft.by,yes
https://itr24.com,info@itr24.com,yes
https://itr24.com,support@itr24.com,yes
https://tt44.ru,tt44@tt44.ru,yes
https://tt44.ru,buh@tt44.ru,yes
https://expert27.ru,info@expert27.ru,yes
https://saifield.ru,info@saifield.ru,yes
https://www.insysgel.ru,hline@insysgel.ru,yes
https://cr1c.ru,info@cr1c.ru,yes
https://www.jm-sys.com,info@jm-sys.com,yes
https://www.alterra.kz,salimzhan@alterra.kz,yes
https://ftnet.ru,info@ftnet.ru,yes
https://ftnet.ru,rmorgun@ftnet.ru,yes
https://ftnet.ru,telematics-support@ftnet.ru,yes
https://ftnet.ru,skrivac@ftnet.ru,yes
https://ftnet.ru,abespalova@ftnet.ru,yes
https://ftnet.ru,rlednev@ftnet.ru,yes
https://ftnet.ru,jdudina@ftnet.ru,yes
https://ftnet.ru,mdyakova@ftnet.ru,yes
https://ftnet.ru,tgulyaeva@ftnet.ru,yes
https://nurgush.ru,lirina@nurgush.ru,yes
https://1cglavbuh.ru,glavbuh07@mail.ru,no
https://www.santogroup.ru,sale@santogroup.ru,yes
https://infosib.su,site@infosib.su,yes
https://soft73.by,it@soft73.by,yes
https://iqas.ru,info@iqas.ru,yes
https://kmv.r-av.ru,kmv@r-av.ru,yes
https://kmv.r-av.ru,sa@r-av.ru,yes
https://insait-it.ru,info@insait-it.ru,yes
https://www.taurusdv.ru,sales@bo-taurusdv.ru,no
https://status-k.ru,sale@status-k.ru,yes
https://status-k.ru,mail@status-k.ru,yes
https://astralnw.ru,office@astralnw.ru,yes
https://astralnw.ru,okk@astralnw.ru,yes
https://astralnw.ru,info@astralnw.ru,yes
https://navla.ru,info@navla.ru,yes
https://navla.ru,zakaz@navla.ru,yes
https://integral-it.ru,info@integral-it.ru,yes
https://soft21.ru,info@soft21.ru,yes
https://centrkkm.ru,centrkkm@centrkkm.ru,yes
https://centrkkm.ru,golovchenko@centrkkm.ru,yes
https://centrkkm.ru,sortavala@centrkkm.ru,yes
https://centrkkm.ru,cro@centrkkm.ru,yes
https://www.iteamy.pro,info@iteamy.pro,yes
https://www.ecos-nn.ru,ecosnn@bk.ru,no
https://www.softpro24.ru,1c@softpro24.ru,yes
https://www.softpro24.ru,softpro@softpro24.ru,yes
https://matrix34.ru,matrix-p@yandex.ru,no
https://1cmd.md,hotline@1cmd.md,yes
https://vssoft.ru,sales@vssoft.ru,yes
https://pskovsoft.ru,info@pskovsoft.ru,yes
https://mbuk.ru,mbuk@bk.ru,no
https://itr48.ru,info@itr48.ru,yes
https://www.profxp.ru,info@profxp.ru,yes
https://1c.usetech.ru,1c_client@usetech.ru,yes
https://www.shafran-1c.ru,076@shafran-1c.ru,yes
https://ksoft.pro,mail@ksoft.pro,yes
https://1prolab.ru,info@1prolab.ru,yes
https://1c-datalogic.ru,info@1c-datalogic.ru,yes
https://bs74.ru,info@bs74.ru,yes
https://round-soft.ru,info@round-soft.ru,yes
https://www.soft-company.ru,fin@soft-company.ru,yes
https://www.soft-company.ru,cto@soft-company.ru,yes
https://nips-soft.pro,info@nips-soft.pro,yes
https://kit.tj,info@kit.tj,yes
https://www.aventsoft.by,info@aventsoft.by,yes
https://www.dvicom.ru,dvicom@rambler.ru,no
https://www.dvicom.ru,dvicomlv@gmail.com,no
https://cod-nn.ru,kkipa@cod-nn.ru,yes
https://101expert.by,101expertrb@gmail.com,no
https://rapid-brain.ru,info@rapid-brain.ru,yes
https://www.gamaun.org,info@gamaun.org,yes
https://t-sputnik.ru,mail@t-sputnik.ru,yes
https://turing.kz,info@turing.kz,yes
https://onlineorel.ru,1c@onlineorel.ru,yes
https://www.adey.ru,adey@inbox.ru,no
https://prg-1c.kz,1c@prg.kz,no
https://prg-1c.kz,novikova@prg.kz,no
https://prg-1c.kz,feedback@prg1c.kz,no
https://ncompact.ru,info@ncompact.ru,yes
https://www.ca-svs.ru,info@ca-svs.ru,yes
https://www.ca-svs.ru,501610@ca-svs.ru,yes
https://nordcom1c.ru,belgorod@nordcom1c.ru,yes
https://nordcom1c.ru,langepas@nordcom1c.ru,yes
https://nordcom1c.ru,pyt-yah@nordcom1c.ru,yes
https://nordcom1c.ru,surgut@nordcom1c.ru,yes
https://www.acsyst.com,1c@acsyst.com,yes
https://www.3953.ru,info@sibirteh.ru,no
https://wdsoft.ru,info@wdsoft.ru,yes
https://wdsoft.ru,sales@wdsoft.ru,yes
https://www.intellect-1c.kz,too_intellect@mail.ru,no
https://alternativa-pro.ru,mail@alternativa-pro.ru,yes
https://www.compservice.spb.ru,vip@compservice.spb.ru,yes
https://www.compservice.spb.ru,info@compservice.spb.ru,yes
https://www.mba-llc.ru,info@mba-llc.ru,yes
https://www.st.by,info@st.by,yes
https://www.flagman-it.ru,info@flagman-it.ru,yes
https://www.flagman-it.ru,abc@flagman-it.ru,yes
https://5cplucom.com,1c@5cplucom.com,yes
https://www.stanlab.ru,1c@stanlab.ru,yes
https://www.it-sys.ru,info@it-sys.ru,yes
https://it-b.ru,sales@it-b.ru,yes
https://rebalans.ru,1chelp@rebalans.ru,yes
https://toplinesoft.ru,1c@toplinesoft.ru,yes
https://www.tl-soft.ru,1c@tl-soft.ru,yes
https://www.st54.ru,msk@st54.ru,yes
https://www.st54.ru,nsk@st54.ru,yes
https://www.st54.ru,info@st54.ru,yes
https://www.st54.ru,buh@st54.ru,yes
https://www.st54.ru,barnaul@st54.ru,yes
https://anspec.ru,op@anspec.ru,yes
https://anspec.ru,op1@anspec.ru,yes
https://region-centr.com,region-centr-1c@yandex.ru,no
https://rudnev82.ru,manager@vr-krim.ru,no
https://infoteh05.ru,info@infoteh05.ru,yes
https://delvik.by,info@delvik.by,yes
https://www.ps.kz,info@ps.kz,yes
https://www.ps.kz,support@ps.kz,yes
https://www.ps.kz,director@ps.kz,yes
https://www.grosconsult.ru,info@grosconsult.ru,yes
https://www.grosconsult.ru,support@grosconsult.ru,yes
https://1с-консалт.рф,1cconsult@mail.ru,no
https://nash-g.ru,nash-gorod-1c@yandex.ru,no
https://aviconsult.ru,sales@avi.ru,no
https://aviconsult.ru,info@avi.ru,no
https://aviconsult.ru,kachestvo@avi.ru,no
https://aviconsult.ru,director@avi.ru,no
https://www.avasystem.by,support@avasystem.by,yes
https://www.avasystem.by,manager@avasystem.by,yes
https://www.avasystem.by,director@avasystem.by,yes
https://www.avasystem.by,buh@avasystem.by,yes
https://www.vc-kirov.com,elena.manina@inbox.ru,no
https://www.northsoft.ru,info@northsoft.ru,yes
https://assistant1c.com,info@assistant1c.com,yes
https://sts25.ru,job@sts25.ru,yes
https://sts25.ru,office@sts25.ru,yes
https://rotor-it.ru,help@rotor-it.com,no
https://alba-group.pro,info@alba-group.pro,yes
https://zubra.ru,911@zubra.ru,yes
https://1cfb.ru,info@1cfb.ru,yes
https://klinsoft.ru,manager@klinsoft.ru,yes
https://elita-tmn.ru,elita02@yandex.ru,no
https://elita-tmn.ru,elita01@yandex.ru,no
https://itskotlas.ru,info@itskotlas.ru,yes
https://intellprod.ru,info@intellprod.ru,yes
https://itpartner.lol,retail.nika@mail.ru,no
https://shift-it.kz,shift_it@mail.ru,no
https://devgram.ru,info@devgram.ru,yes
https://www.itvspb.ru,tlv@itvspb.ru,yes
https://sltsol.ru,info@sltsol.ru,yes
https://sltsol.ru,nfo@sltsol.ru,yes
https://programsales.ru,info@programsales.ru,yes
https://pts1c.ru,franch1c@npp-promtek.com,no
https://pts1c.ru,pe@npp-promtek.com,no
https://1cfresh-buh.ru,1cinfo@megaplan-team.ru,no
https://www.irbius.ru,info@irbius.ru,yes
https://www.newestech.ru,israil2000@mail.ru,no
https://tns8.ru,admin@tns8.ru,yes
https://abis1c.ru,info@abis1c.ru,yes
https://aitiservice.ru,info@aitiservice.ru,yes
https://km-ini.ru,info@km-ini.ru,yes
https://km-ini.ru,support@km-ini.ru,yes
https://prokkm.ru,info@prokkm.ru,yes
https://smartrsol.ru,info@smartrsol.ru,yes
https://smart-1c.ru,info@smart-1c.ru,yes
https://aib.com.ru,sale@aib.com.ru,yes
https://1capexsoft.ru,apex-soft@mail.ru,no
https://connect-centr.ru,dseleznev@yandex.ru,no
https://technobiz.kz,info@technobiz.kz,yes
https://www.itsheff.kz,info@itsheff.kz,yes
https://www.megascope.ru,sales@megascope.ru,yes
https://soft-penza.ru,softinfo@soft-penza.ru,yes
https://kseon.pro,info@kseon.pro,yes
https://1c.nan.ru,info@nan.ru,yes
https://it-atr.ru,sales@na-atr.ru,no
https://it-atr.ru,info@na-atr.ru,no
https://buhstar.ru,info@buhstar.ru,yes
https://ukved.ru,sale@ukved.ru,yes
https://www.infoexpert.am,info@infoexpert.am,yes
https://profpart66.ru,info@profpart66.ru,yes
https://www.dalni.ru,mail@dalni.ru,yes
https://www.avantege.ru,mail@avantege.ru,yes
https://www.bureau-amk.ru,info@bureau-amk.ru,yes
https://udalenka-korolev.ru,vezdevhod@yandex.ru,no
https://udalenka-korolev.ru,progsup@yandex.ru,no
https://ingraf.su,ks@ingraf.su,yes
https://inistek.ru,info@inistek.ru,yes
https://www.softpro-armavir.ru,1c.armavir@mail.ru,no
https://serviseit.ru,info@serviseit.ru,yes
https://www.asket.ru,info@asket.ru,yes
https://frandz.1c-umi.ru,astvdz@yandex.ru,no
https://arc.kg,info@arc.kg,yes
https://arc.kg,support@arc.kg,yes
https://rcs.kz,cloud@rcs.kz,yes
https://www.steam-soft.com,info@steam-soft.com,yes
https://silacoda.ru,rss@silacoda.ru,yes
https://kvd-group.ru,daniil.45@ya.ru,no
https://kvantpro.ru,kvant@kvantpro.ru,yes
https://www.control28.ru,mail@control28.ru,yes
https://pc-buh.ru,pc-buh@mail.ru,no
https://pc-buh.ru,mail@email.ru,no
https://kz.1cforward.com,hline@center-forward.kz,no
https://kz.1cforward.com,hline@centrab.ru,no
https://1sintez.ru,1sintez@inbox.ru,no
https://www.onetek.ru,info@onetek.ru,yes
https://www.ms-tlt.ru,makerplus@yandex.ru,no
https://priority-it.ru,info@priority-it.ru,yes
https://pomarket.by,info@pomarket.by,yes
https://it-exp.org,info@it-exp.org,yes
https://www.maykus.ru,nikolaev@maykus.ru,yes
https://www.mm7.ru,mail@mm7.ru,yes
https://www.bsoft.am,businesssoft1c@gmail.com,no
https://aytias.ru,info@aytias.ru,yes
https://sibprofi.ru,info@sibprofi.ru,yes
https://www.aventa-group.ru,zakaz@aventa-group.ru,yes
https://anace.ru,info@anace.ru,yes
https://dimera.pro,info@dimera.it,no
https://345777.ru,vk@345777.ru,yes
https://www.f1pro.ru,support@f1pro.ru,yes
https://www.f1pro.ru,info@f1pro.ru,yes
https://ckvgroup.ru,info@ckvgroup.ru,yes
https://itgik.ru,info@itgik.ru,yes
https://promo.itsportal.ru,info@itsportal.ru,yes
https://promo.itsportal.ru,sales@itsportal.ru,yes
https://softonit.ru,crm@softonit.ru,yes
https://www.avssoft.ru,info@avssoft.ru,yes
https://ovs-prof.ru,office@ovs-prof.ru,yes
https://siriusstar63.ru,mail@siriusstar63.ru,yes
https://fullstack-one.ru,dir@fullstack-one.ru,yes
https://brilliantsoft-it.ru,info@brilliantsoft-it.ru,yes
https://www.soft-servis.com,soft-servis@list.ru,no
https://gterm.ru,term@gterm.ru,yes
https://xn----7sbhv6aamgddh.xn--p1ai,tias1999g@gmail.com,no
https://nvg-soft.ru,1c_navigator@mail.ru,no
https://www.ycloud.kz,info@ycloud.kz,yes
https://oblako-pro.ru,office@rabotaet-vse.ru,no
https://oblako-pro.ru,email@mail.ru,no
https://oblako-pro.ru,rabotaet-vse@mail.ru,no
https://avidata.ru,klient@avidata.ru,yes
https://profsolutions18.ru,profsolut@yandex.ru,no
https://voblachke.ru,1c@voblachke.ru,yes
https://itpsk.ru,manager@itpsk.ru,yes
https://keysoft.by,info@keysoft.by,yes
https://kicrp-odintsovo.ru,info@kicrp-odintsovo.ru,yes
https://www.proftec.ru,info@proftec.ru,yes
https://sckompass.ru,azarova@mail.ru,no
https://sckompass.ru,buh@mozhaysk.ru,no
https://irbit-ac.ru,irbit1c@gmail.com,no
https://labrador-it.ru,info@labrador-it.ru,yes
https://www.krugonline.ru,support@krugonline.ru,yes
https://www.azovconsultant.ru,azovconsultant@yandex.ru,no
https://www.alias.ru,alias@alias.ru,yes
https://krona57.ru,1c@diarti.ru,no
https://www.at-programmist.ru,75203@bk.ru,no
https://agneko.ru,sales@agneko.ru,yes
https://itproject.ucoz.ru,mail@1c4you.ru,no
https://itforyou.ru,info@itforyou.ru,yes
https://ak-dar.ru,ak@ak-dar.ru,yes
https://www.vedi.su,vedi@vediev.ru,no
https://www.geolan-ksl.ru,info@geolan-ksl.ru,yes
https://www.myerudit.ru,erudit.info@mail.ru,no
https://frangula.ru,p-jula@rambler.ru,no
https://www.bitlink.kz,info@bitlink.kz,yes
https://kmwcity.ru,info@kmwcity.ru,yes
https://odin23.ru,main@odin23.ru,yes
https://odin23.ru,victorya@odin23.ru,yes
https://xn--96-nmcd.xn--p1ai,service@terminal-1c.ru,no
https://sp1c.ru,andrey-stavropol@yandex.ru,no
https://www.elcom.kz,1c_est@mail.ru,no
https://www.intek-1c.ru,support@itzb.ru,no
https://1s-cap.ru,centrap@inbox.ru,no
https://rexbit.ru,support@rexbit.ru,yes
https://www.buhplace.ru,info@buhplace.ru,yes
https://www.azone-it.ru,info@azone-it.ru,yes
https://www.azone-it.ru,marketing@azone-it.ru,yes
https://dissar.ru,dissar74@mail.ru,no
https://bits.spb.ru,info@bits.spb.ru,yes
https://www.franch.su,441815@bk.ru,no
https://ssc.kg,1cmyprog@gmail.com,no
https://locus-lab.ru,info@locus-lab.ru,yes
https://itl48.ru,info@itl48.ru,yes
https://www.active-soft.ru,1c@active-soft.ru,yes
https://altcorp.ru,sales@altcorp.ru,yes
https://ilcom.kg,1c.kgs@mail.ru,no
https://intellekt-msc.ru,info@intellekt-msc.ru,yes
https://kit-consulting.kz,kit-consulting@inbox.ru,no
https://ocktava.ru,oktava.syzran@mail.ru,no
https://scancity.am,info@scancity.am,yes
https://www.incloudme.ru,incloudme@vk.com,no
https://1citsecurity.ru,1c@1citsecurity.ru,yes
https://astraldv.ru,astral@astraldv.ru,yes
https://it-nec.ru,sales@it-nec.ru,yes
https://it-nec.ru,service@it-nec.ru,yes
https://it-nec.ru,sales.nhk@it-nec.ru,yes
https://intelscom.ru,info@intelscom.ru,yes
https://intelscom.ru,sale@intelscom.ru,yes
https://www.ipermilov.ru,info@ipermilov.ru,yes
https://kartasofta.ru,support@kartasofta.ru,yes
https://kartasofta.ru,sale@kartasofta.ru,yes
https://kartasofta.ru,office@kartasofta.ru,yes
https://www.vccit.ru,vccit@vccit.ru,yes
https://megamir.webnode.ru,megamir.tmn@mail.ru,no
https://filippok1c.ru,filippok_2000@mail.ru,no
https://элвес.com,elves1cto@mail.ru,no
https://venkon.uz,info@venkon.uz,yes
https://www.globals.ru,smk@globals.ru,yes
https://www.globals.ru,mail@globals.ru,yes
https://www.globals.ru,lk@globals.ru,yes
https://www.globals.ru,crimea@globals.ru,yes
https://1c.link,support@1c.link,yes
https://1c.link,info@1c.link,yes
https://1cbo.ru,bo@1c.ru,no
https://1c-prosto.ru,prosto@1c.ru,no
https://www.aic.ru,sales@aic.ru,yes
https://www.aic.ru,hello@aic.ru,yes
https://www.aic.ru,pr@aic.ru,yes
https://www.aic.ru,hr@aic.ru,yes
