# Кандидаты для аутрича (без крупных сетей)
# Сайтов с email: 1024
# Формат: site | email1; email2; ...

https://www.ipermilov.ru | info@ipermilov.ru
https://kartasofta.ru | support@kartasofta.ru; sale@kartasofta.ru; office@kartasofta.ru
https://www.vccit.ru | vccit@vccit.ru
https://megamir.webnode.ru | megamir.tmn@mail.ru
https://filippok1c.ru | filippok_2000@mail.ru
https://элвес.com | elves1cto@mail.ru
https://venkon.uz | info@venkon.uz
https://www.globals.ru | smk@globals.ru; mail@globals.ru; lk@globals.ru; crimea@globals.ru
https://1c.link | support@1c.link; info@1c.link
https://1cbo.ru | bo@1c.ru
https://1c-prosto.ru | prosto@1c.ru
https://www.aic.ru | sales@aic.ru; hello@aic.ru; pr@aic.ru; hr@aic.ru
